cityid,name,locality,cost,cuisine,votes,rating
458,Aromas Cafe & Bistro,"Indiabulls Finance Center,Lower Parel, South Mumbai",1500,"Italian,  Fast Food,  Desserts,  Coffee,  Tea",6,2.8
458,Around d' Globe,"Borivali West, North Western",1000,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental,  Mexican,  Oriental ",327,4.3
458,Asian Kitchen,"Four Points By Sheraton Hotel,Vashi, Navi Mumbai",3000,"Multi-Cuisine,  North Indian,  Chinese,  Japanese,  Oriental ",186,4
458,Asian Wok,"Galleria Shopping Centre,Powai, Powai",800,"Asian,  Chinese,  Thai,  Seafood",5,3.8
458,Atithi Family Restaurant,"Mulund West, Central Suburbs",1800,"North Indian,  Chinese,  Seafood,  Mughlai",29,4.3
458,Atrangii House Sky Lounge,"Sanpada, Navi Mumbai",2000,"North Indian,  Chinese",75,4.6
458,B MAD - The Restaurant,"Mulund West, Central Suburbs",1200,"Multi-Cuisine,  North Indian,  Italian,  Mexican,  Lebanese",177,4.3
458,Bachelorr's,"Kosamda,Bandra West, Bandra",300,"Juice,  Street Food,  Desserts,  Fast Food",20,4.2
458,Backyard Beer Garden,"Mira Road East, North Western",1000,"North Indian,  Italian,  Chinese",99,4
458,Bake House Cafe,"Ola Bake House,Fort, South Mumbai",1500,"Continental,  Seafood,  Fast Food",196,4.5
458,Balaji Food Junction,"Cosmos Jewels,Ghodbunder Road, Thane",400,"North Indian,  South Indian,  Chinese",7,4.1
458,Balaji Idli House,"Panchsheel Heights,Kandivali West, North Western",800,"South Indian,  North Indian,  Chinese",20,4.2
458,Banana Leaf,"Aditiya Apartments,Borivali West, North Western",1000,"South Indian,  Street Food",53,4.2
458,Banana Leaf,"Korum Mall,Thane West, Thane",1000,"South Indian,  Street Food",30,4.3
458,Banana Leaf,"Malad West, North Western",1000,"South Indian,  Street Food",86,4.6
458,Banana Leaf,"Santacruz West, Bandra",1000,"South Indian,  Street Food",53,4.5
458,Bandra Gomantak,"Bandra West, Bandra",800,"Multi-Cuisine,  North Indian,  Chinese,  Seafood,  Mughlai,  Malvani",3,3.6
458,Banjara,"M.I.D.C, Andheri East",2000,"North Indian,  Chinese,  Continental",77,4.3
458,Banjara Dhaba,"Borivali West, North Western",700,"North Indian,  Chinese",503,4
458,Banjara Dhaba,"Kandivali East, North Western",500,North Indian,27,3.5
458,Bar Tales,"Runwal Greens,Mulund West, Central Suburbs",1500,"Italian,  Continental",75,4.1
458,Bayroute,"High Street Phoenix Mall,Lower Parel, South Mumbai",3000,"Lebanese,  Turkish,  Moroccan,  Greek",24,4.3
458,Bayroute,"Minoo Manor Building,Cuffe Parade, South Mumbai",3000,"Lebanese,  Turkish,  Moroccan,  Greek",65,4.5
458,Bayroute,"Transocean House,Powai, Powai",3000,"Lebanese,  Turkish,  Moroccan,  Greek",195,4.5
458,Bayview Cafe,"Hotel Harbour View,Colaba, South Mumbai",2000,"Multi-Cuisine,  North Indian,  Continental,  Seafood,  Oriental ,  Fast Food",133,4
458,Beans & Creme,"Radisson MIDC,Near Andheri East Station, Andheri East",700,"Desserts,  Bakery and Confectionary",4,4.3
458,Beyond - Wine & Dine,"Malad West, North Western",2200,"North Indian,  Fast Food,  Italian,  Continental,  Mexican,  Oriental ",97,4.3
458,Bhukkad Junction,"Rainbow Tower,Airoli, Navi Mumbai",600,"North Indian,  Chinese",12,4.2
458,Big Little Bombaye,"Vasai West, North Western",900,"North Indian,  Fast Food",12,4.6
458,Bistro Grill,"Kalyan East, Dombivali",700,"Chinese,  North Indian,  Continental",2,3
458,Blend N Brew,"Hotel Yogi Midtown,Turbhe, Navi Mumbai",1200,"North Indian,  Italian,  Chinese",114,3.9
458,Bling by The Hill Green,"Eastern Business District,Bhandup West, Central Suburbs",1600,"Multi-Cuisine,  North Indian,  Italian,  Mexican",14,4
458,Blisss,"Airoli, Navi Mumbai",300,Bakery and Confectionary,5,4.8
458,Blisss,"Vashi, Navi Mumbai",300,Bakery and Confectionary,1,5
458,Bluet Restaurant,"The Sahil Hotel,Mumbai Central, South Mumbai",1800,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental,  Seafood",53,4.2
458,Bollywood Canteen,"Dombivli East, Dombivali",800,"Chinese,  Italian,  Asian",25,4.2
458,Bombay Baking Company,"JW Marriott Hotel,Juhu, Andheri West",1500,"Bakery and Confectionary,  Coffee",44,4.4
458,Bombay Coffee House,"Neelkamal Building,Bandra West, Bandra",900,"American,  Fast Food,  Coffee",61,4.3
458,Bombay Street Co.,"Atria The Millennium Mall,Worli, South Mumbai",1200,"North Indian,  Street Food,  Fast Food",97,4
458,Boojee Cafe,"Rays House CHS,Bandra West, Bandra",800,"Fast Food,  Coffee",4,5
458,Bougainvillea,"Turbhe, Navi Mumbai",1300,"North Indian,  Oriental ,  Chinese,  Continental",40,4.4
458,Brasserie 1935 Kitchen and Bar,"Sion, Central Suburbs",1000,"North Indian,  Continental,  Oriental ",129,4.4
458,BrewDog Mid-Town Mumbai,"Lower Parel, South Mumbai",1600,"North Indian,  European,  Asian",1,5
458,British Waffle Co.,"Vastu Tower,Goregaon East, North Western",400,"Waffle,  Desserts,  Shakes",1,1
458,Bruciato Food Factory,"Near Andheri West Station, Andheri West",1000,"Italian,  Fast Food",29,3.9
458,Burn by KLS Fine Dine,"Veera Desai, Andheri West",1400,"North Indian,  Chinese",1,4
458,Butterfly High,"Godrej BKC Building,Bandra Kurla Complex, Bandra",1800,"Continental,  Finger Food,  Modern Indian",439,4.4
458,By The Bae - Kitchen And Bar,"Versova, Andheri West",2000,"North Indian,  Italian,  Continental,  Street Food",526,4.1
458,Cafe Amigos,"Sunrise Shopping Center,Thane West, Thane",1000,"Fast Food,  Italian,  Continental",31,4.2
458,Cafe Contigo,"Vashi, Navi Mumbai",900,"Continental,  Asian,  Italian",15,4.4
458,Cafe Istaa,"Sion, Central Suburbs",500,"Fast Food,  Italian,  Desserts",48,4.5
458,Cafe Monza,"Bhoomi Heights Tower,Kharghar, Navi Mumbai",1500,"Continental,  Pizza",138,4.5
458,Cafe Nutrithink,"Panch Pakhadi, Thane",1000,"Continental,  Health Food",1,4
458,Cafe Waffles Coffee & More,"Versova, Andheri West",300,"Desserts,  Coffee,  Drinks",4,4.4
458,Capital Social,"Bandra Kurla Complex, Bandra",2000,"North Indian,  Continental,  Finger Food,  American,  Asian",353,4.3
458,Carnivore,"Rainbow Tower,Airoli, Navi Mumbai",600,"North Indian,  Chinese",10,3.5
458,Celini,"Grand Hyatt Mumbai Hotel & Residences,Santacruz East, Bandra",5000,Italian,50,4.3
458,Chaai Centre,"CBD-Belapur, Navi Mumbai",500,"Fast Food,  Coffee,  Tea",21,4.3
458,Chaayos - Meri Wali Chai,"City Park Building,Powai, Powai",500,"Tea,  Street Food",48,4
458,Chaayos - Meri Wali Chai,"Kamala Mills Compound,Lower Parel, South Mumbai",500,Tea,6,4.3
458,Chaayos - Meri Wali Chai,"Near Andheri West Station, Andheri West",500,Tea,8,4.5
458,Chaayos - Meri Wali Chai,"Nerul, Navi Mumbai",500,Tea,5,4.8
458,Chaayos - Meri Wali Chai,"Runwal Greens,Mulund West, Central Suburbs",500,Tea,22,4.2
458,Chaayos - Meri Wali Chai,"The Walk,Thane West, Thane",500,Tea,5,4.6
458,Chaayos - Meri Wali Chai,"Viviana Mall,Thane West, Thane",500,Tea,5,3.8
458,Cheelizza,"Juhu, Andheri West",600,"Pizza,  Italian,  Fast Food",107,4.6
458,Cheelizza,"Kharghar, Navi Mumbai",600,"Pizza,  Italian",24,4.2
458,Cheelizza,"Raj Arcade,Kandivali West, North Western",600,"Pizza,  Italian",63,4.3
458,Cheelizza,"Thane West, Thane",600,"Pizza,  Fast Food",37,4.1
458,Cheezzo By Pi,"Bhoomi Towers,Kharghar, Navi Mumbai",300,"Italian,  Fast Food",5,4.6
458,Chili’s American Grill and Bar,"Ventura Building,Powai, Powai",2000,"Mexican,  American,  Fast Food",699,4.2
458,Chimichurri,"Near Andheri East Station, Andheri East",900,"Chinese,  Asian",222,4.5
458,Chin Chin Chu,"Navratan Apartment,Juhu, Andheri West",2500,"Multi-Cuisine,  Chinese,  Thai,  Japanese,  Seafood,  Asian,  Health Food,  Cantonese",69,4.6
458,Chin Chin Chu,"Worli, South Mumbai",2500,"Multi-Cuisine,  Chinese,  Japanese,  Seafood,  Asian",97,4.5
458,China Bistro,"Capsulation Premises,Chembur, Central Suburbs",2000,"Multi-Cuisine,  Chinese,  Thai,  Japanese,  Seafood,  Asian,  Sushi",402,4.4
458,China Bistro,"Infinity Shopping Complex,Thane West, Thane",2000,"Multi-Cuisine,  Chinese,  Thai,  Japanese,  Seafood,  Asian,  Sushi",304,4.4
458,China Bistro,"Worli, South Mumbai",2000,"Multi-Cuisine,  Chinese,  Thai,  Japanese,  Seafood,  Asian,  Sushi",415,4.3
458,China Gate,"M.I.D.C, Andheri East",1000,"Chinese,  Seafood",180,4.4
458,Chinese Wok (Wok Express),"Viviana Mall,Thane West, Thane",800,"Chinese,  Thai,  Asian",38,3.6
458,Chitchat Chai,"Kandivali West, North Western",600,"Fast Food,  Tea",12,3.8
458,CinCin,"Raheja Towers,Bandra Kurla Complex, Bandra",2800,"Italian,  Pizza",112,4.4
458,Citrus,"Sahar Airport Road, Andheri East",4000,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Japanese,  Asian,  Sushi",74,4.3
458,City Forestt Family Restaurant & Bar,"Thane West, Thane",2000,"North Indian,  Chinese,  Seafood",46,4.4
458,Coconuts Lagoon Coastal Cuisine & Bar,"Dosti Imperia,Thane West, Thane",1500,"North Indian,  Chinese,  Seafood",44,4.5
458,Coffee By Di Bella,"Bhattad Towers,Borivali West, North Western",700,"Fast Food,  Coffee,  Tea,  Desserts,  Waffle",170,4.1
458,Coffee By Di Bella,"Carlton Court,Bandra West, Bandra",700,"Fast Food,  Coffee,  Tea,  Desserts,  Waffle",84,4.6
458,Coffee By Di Bella,"Devchhay Building,Dadar West, South Mumbai",700,"Fast Food,  Coffee,  Tea,  Desserts,  Waffle",98,4.4
458,Coffee By Di Bella,"Jagdamba Commercial Complex,Malad West, North Western",1200,"Fast Food,  Coffee,  Tea,  Desserts,  Waffle",150,4.6
458,Coffee By Di Bella,"Juhu, Andheri West",700,"Fast Food,  Coffee,  Tea,  Desserts,  Waffle",143,4.4
458,Coffee By Di Bella,"Kiran Kunj,Bandra West, Bandra",700,"Fast Food,  Coffee,  Tea,  Desserts,  Waffle",118,4.3
458,Coffee By Di Bella,"Mehta Building,Matunga East, South Mumbai",700,"Fast Food,  Coffee,  Tea,  Desserts,  Waffle",98,4.4
458,Coffee By Di Bella,"Near Andheri West Station, Andheri West",700,"Fast Food,  Coffee,  Tea,  Desserts,  Waffle",145,4.4
458,Coffee By Di Bella,"Versova, Andheri West",700,"Fast Food,  Coffee,  Tea,  Desserts,  Waffle",162,4.4
458,Coffee By Di Bella,"West Wind Apartment,Mahim, South Mumbai",700,"Fast Food,  Coffee,  Tea,  Desserts,  Waffle",137,4.2
458,Coffee By Di Bella Exclusive,"Naupada, Thane",700,"Fast Food,  Coffee,  Tea,  Desserts,  Waffle",133,4.2
458,Coffee Culture,"Phoenix Marketcity Mall,Kurla West, Central Suburbs",1000,"Fast Food,  Health Food,  Shakes,  North Indian,  Continental",260,4
458,Coriander Kitchen And Bar,"Willows Tower,Mulund West, Central Suburbs",1100,"Chinese,  Oriental ,  North Indian",5,3
458,Cottage Grill,"Dadar West, South Mumbai",1200,"North Indian,  Chinese,  Mughlai",71,4.3
458,Crave Junction,"Kandivali West, North Western",1000,"Fast Food,  Italian",92,3.9
458,Crrave N Eat,"JB Nagar, Andheri East",800,"Fast Food,  Italian,  Continental",6,4.3
458,D Adda,"Ulhasnagar, Dombivali",1500,"North Indian,  Italian,  Chinese",15,3.1
458,D'Crepes Cafe,"Avilla Apartments,Thane West, Thane",1000,"Fast Food,  Chinese,  Desserts",39,4.5
458,Dakshin Culture Curry,"Mili CHS,Mahim, South Mumbai",2000,"South Indian,  Maharashtrian,  Goan,  Seafood,  Chettinad,  Malvani",45,4.1
458,Dara's Dhaba,"Mira Road East, North Western",1500,"North Indian,  Chinese",432,4.2
458,Delhi Highway,"Todi Mills,Lower Parel, South Mumbai",1200,"North Indian,  Mughlai",103,4.3
458,Desi Curry,"Fort, South Mumbai",800,"Maharashtrian,  Seafood,  Street Food",33,4.3
458,Desi Videshi Cafe,"Rosa Vista,Thane West, Thane",800,"Italian,  Fast Food,  Shakes",21,3.7
458,Dewano Daa Dhaba,"Near Andheri West Station, Andheri West",900,"North Indian,  Awadhi",7,4.5
458,Dhaba Cafe,"Mariam Mansion,Lower Parel, South Mumbai",600,"Street Food,  Fast Food,  Pizza",37,4.7
458,Dhamaka Cafe & Lounge Bar,"Bandra West, Bandra",1500,"Italian,  Continental,  Chinese,  Mughlai",1,4
458,Dhamaka Cafe & Lounge Bar,"Mahavir Icon,CBD-Belapur, Navi Mumbai",1500,"Italian,  Continental,  Chinese,  Mughlai",2,4
458,Dhuri Veg World,"Vasai West, North Western",1400,"North Indian,  South Indian,  Fast Food",17,4.3
458,Dinshaw's Xpress Cafe,"Borivali West, North Western",1500,"Ice Cream,  Desserts,  Fast Food",41,4.2
458,Dinshaw's Xpress Cafe,"Oshiwara, North Western",1500,"Ice Cream,  Italian,  Continental,  Parsi,  Desserts",30,4.5
458,Diva Maharashtracha,"Mili CHS,Mahim, South Mumbai",2000,"Maharashtrian,  Seafood,  Goan,  Konkani,  Malvani",158,4.4
458,Drunken Barrel SPORTS BAR,"Vashi, Navi Mumbai",1000,"Continental,  North Indian,  Finger Food",46,3.7
458,Dusk,"The Park Navi Mumbai,CBD-Belapur, Navi Mumbai",2500,Finger Food,19,3.5
458,Dwarka Restaurant,"Nerul, Navi Mumbai",700,"North Indian,  South Indian",25,3.7
458,East Asia - The Asian Fanfare,"Borivali West, North Western",1200,"Multi-Cuisine,  North Indian,  Chinese,  Thai,  Japanese,  Asian,  Korean",197,4.4
458,Easyhuman Cafe,"Park House,Colaba, South Mumbai",1200,"North Indian,  Desserts,  Health Food",14,4
458,Eataeria,"Bandra West, Bandra",800,"Chinese,  North Indian,  Fast Food",10,4.4
458,Ebony Fine Dine,"Vishnu Shivam Mall,Kandivali East, North Western",1600,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  Seafood,  Mughlai,  Oriental ",433,4.2
458,Effingut,"Dhanraj Mahal,Colaba, South Mumbai",1500,"Multi-Cuisine,  North Indian,  Continental,  Burmese,  Finger Food",164,4.5
458,Eggsplore,"Essel World,Borivali West, North Western",500,"Fast Food,  Street Food",1,5
458,Elementaria Bakery Cafe,"Lower Parel, South Mumbai",800,"Desserts,  Fast Food",15,4.3
458,Elementaria Bakery Cafe,"Powai, Powai",800,"Desserts,  Fast Food,  Coffee",2,5
458,Elementaria Bakery Cafe,"Tian Building,Juhu, Andheri West",800,"Desserts,  Fast Food",4,3.6
458,Express Eats by Tasca,"Cosmos Paradise,Thane West, Thane",500,Fast Food,3,3.3
458,Express Tadka,"Venkat Presidency Hotel,Panvel, Navi Mumbai",1500,"North Indian,  Chinese,  Seafood",5,3.6
458,FOO,"Vikhroli West, Central Suburbs",1100,"Asian,  Chinese,  Japanese,  Sushi",50,4.7
458,Fable,"Ashiyana Apartment,Juhu, Andheri West",1800,"Italian,  Continental,  American,  Fast Food",314,4.4
458,Facing East,"Juhu, Andheri West",1800,"Chinese,  Thai,  Seafood",286,4.4
458,Faham Restaurant & Lounge,"Sadguru Sadan,Masjid Bunder, South Mumbai",1200,"North Indian,  Chinese,  Mughlai,  Seafood",66,4.4
458,Family Tree,"Mulund West, Central Suburbs",1400,"Chinese,  European,  North Indian",247,4.3
458,Family Tree,"Ravi Industries,Thane West, Thane",1500,"Chinese,  European,  North Indian",429,4.4
458,Family Tree,"The Destination SRA CHS Ltd,Ghatkopar East, Central Suburbs",1000,"Chinese,  European,  North Indian",295,4.2
458,Farm View,"Virar West, North Western",1200,"North Indian,  Chinese,  Continental,  Seafood",95,4
458,Farmhouse Funfiesta,"Nalasopara West, North Western",1000,"North Indian,  Italian,  Chinese",246,4.2
458,Farmhouse Garden Family Restaurant & Bar,"Vasai West, North Western",1000,"North Indian,  Italian,  Chinese,  Continental,  Seafood",151,4.4
458,Farmhouse Global Cuisine Restaurant,"Deep Jyot Building,Vasai West, North Western",1000,"North Indian,  Continental,  Italian,  Seafood",226,4.5
458,Farmhouse Palladium,"Borivali West, North Western",2000,"North Indian,  Italian,  Chinese,  Continental,  Seafood",3,5
458,Farmhouse Sea N Sand,"Vasai West, North Western",1200,"Seafood,  North Indian,  Chinese",166,4.1
458,Fiona,"Marol, Andheri East",1000,"North Indian,  South Indian,  Malvani",3,4.7
458,Fire Bowl,"Malad West, North Western",800,"Chinese,  Seafood",40,4.4
458,Fire Bowl,"Mangal Orchid CHS,Near Andheri West Station, Andheri West",800,"Chinese,  Continental,  Thai,  Seafood",33,4.3
458,Fire Bowl,"Oshiwara, North Western",800,"Chinese,  Seafood",6,3.6
458,Firki*,"Janta Industrial Estate,Lower Parel, South Mumbai",1000,"Multi-Cuisine,  North Indian,  Maharashtrian,  Gujarati,  Rajasthani",292,4
458,Fisco Restobar,"Kandivali West, North Western",2000,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",767,4.3
458,Fisherman's Cove - Taste on Palate,"Powai, Powai",800,"North Indian,  Chinese,  Seafood,  Mangalorean",61,4.4
458,Flamboyante,"World Trade Centre,Cuffe Parade, South Mumbai",2000,"North Indian,  Asian,  Thai,  Seafood,  Fast Food",297,4.6
458,Flava,"The Roa Hotel,Ghatkopar West, Central Suburbs",1500,"North Indian,  Chinese,  Continental",9,3.9
458,Flavors,"Hotel Yogi Metropolitan,Sanpada, Navi Mumbai",1500,"North Indian,  Italian,  Chinese,  Seafood",94,4.3
458,Flax,"Hubtown Skybay,Breach Candy, South Mumbai",900,Health Food,1,3
458,Flax,"Powai Plaza,Powai, Powai",900,Health Food,1,4
458,Fleur,"The Fern Hotel,Goregaon East, North Western",1200,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Asian",228,4.3
458,Foo Town,"Nagin Mahal,Churchgate, South Mumbai",2000,"Asian,  Chinese,  Japanese,  Sushi",69,4.7
458,Food Hub Family Restaurant,"Seawoods, Navi Mumbai",800,"North Indian,  Chinese,  Fast Food",6,3.8
458,Food Rush,"Marol, Andheri East",800,"North Indian,  Chinese",6,4.3
458,FoodPost,"Marol, Andheri East",1000,"North Indian,  Chinese",1,4
458,Froozo,"King Palace,Malad West, North Western",800,"Desserts,  Ice Cream,  Fast Food",10,2.2
458,Frozen Bottle,"Bhoomi Enclave,Kandivali West, North Western",500,"Desserts,  Shakes,  Ice Cream",2,2.5
458,Frozen Bottle,"Hiranandani, Powai",500,"Desserts,  Shakes,  Ice Cream",50,4.7
458,Frozen Bottle,"Infiniti Mall,Malad West, North Western",500,"Desserts,  Shakes,  Ice Cream",41,4.1
458,Frozen Bottle,"Inorbit Mall,Malad West, North Western",500,"Desserts,  Shakes,  Ice Cream",60,4.4
458,Frozen Bottle,"Mazgaon, South Mumbai",500,"Desserts,  Shakes,  Ice Cream",19,4.5
458,Frozen Bottle,"Near Andheri West Station, Andheri West",500,"Desserts,  Shakes,  Ice Cream",24,4.6
458,Frozen Bottle,"Prabhadevi, South Mumbai",500,"Desserts,  Shakes,  Ice Cream",33,4.4
458,Frozen Bottle,"R City Mall,Ghatkopar West, Central Suburbs",500,"Desserts,  Shakes,  Ice Cream",76,4.4
458,Frozen Bottle,"Runwal Greens,Mulund West, Central Suburbs",500,"Desserts,  Shakes,  Ice Cream",80,4.5
458,Frozen Bottle,"Sai Swar CHS,Kharghar, Navi Mumbai",500,"Desserts,  Shakes,  Ice Cream",25,4.6
458,Frozen Bottle,"Viviana Mall,Thane West, Thane",500,"Desserts,  Shakes,  Ice Cream",80,4.4
458,Fudboy Ocean Bar & Restaurant,"Virar West, North Western",1500,"North Indian,  Chinese,  Continental",13,4.1
458,GASTRONOM,"Bhailal Building,Lower Parel, South Mumbai",800,"Asian,  Italian,  Chinese",1,4
458,GO69 Pizza,"Mira Road East, North Western",600,"Fast Food,  Pizza,  Italian",2,4.5
458,Gajalee,"Near Andheri West Station, Andheri West",1500,"Seafood,  Malvani,  North Indian",77,4.5
458,Gallery Cafe,"M.I.D.C, Andheri East",2500,"North Indian,  Fast Food,  Seafood",208,4
458,Ganga,"M.I.D.C, Andheri East",500,"North Indian,  Chinese,  Street Food",5,2.9
458,Garden Court Restaurant,"Sarkar Corner,Near Andheri West Station, Andheri West",1900,"North Indian,  Chinese,  Seafood,  Mughlai",90,4.3
458,Genuine Broaster Chicken,"Satra Plaza,Vashi, Navi Mumbai",1000,"Finger Food,  Continental,  American",628,4.3
458,Gigil Brasserie,"Bhattad Towers,Borivali West, North Western",1000,"Italian,  Fast Food,  Desserts",69,4.3
458,Gigil Brasserie,"Kandivali East, North Western",1000,"Italian,  Fast Food,  Shakes",16,4.2
458,Global Buffet,"Svenska Design Hotel,Near Andheri West Station, Andheri West",2200,"Multi-Cuisine,  North Indian,  Italian,  Continental,  South Indian,  Asian",203,4
458,Global Fusion,"Near Andheri West Station, Andheri West",2000,"North Indian,  Chinese,  Sushi",330,4.5
458,Global Fusion,"Times Square Tech Park,Sakinaka, Andheri East",2000,"North Indian,  Chinese,  Sushi",716,4.5
458,Glocal Junction,"Andheri Link Road , Andheri West",2200,"Continental,  Fast Food,  North Indian,  European",582,4.3
458,Glocal Junction,"Nehru Centre,Worli, South Mumbai",2200,"Continental,  Fast Food,  North Indian,  European",875,4.4
458,Goa Portuguesa,"Mili CHS,Mahim, South Mumbai",1500,"Goan,  South Indian,  Seafood,  Maharashtrian,  Portuguese",269,4.3
458,Gold Coin Restaurant,"Vasai West, North Western",1000,"North Indian,  Chinese",74,4.5
458,Golden Monk,"Andheri Lokhandwala, Andheri West",1500,"Chinese,  Thai,  Seafood",7,4
458,Grand Central,"Chembur, Central Suburbs",1200,"North Indian,  Chinese,  Seafood",106,4.4
458,Green Leaf,"Balwanth Niwas,Thane West, Thane",900,"North Indian,  Chinese,  Fast Food",55,4.2
458,Green Tadka,"Goregaon West, North Western",700,"North Indian,  Fast Food,  Chinese,  South Indian",15,3.6
458,Gulmurg,"The Shalimar Hotel,Kemps Corner, South Mumbai",1800,"North Indian,  Continental",110,4.3
458,GupShup - Redefining Food,"Raghuvanshi Mills Compound,Lower Parel, South Mumbai",1200,"North Indian,  Fast Food,  South Indian,  Street Food",27,4.2
458,Gurukripa,"Powai, Powai",1400,"North Indian,  Chinese,  Seafood,  Asian",261,4.3
458,Gustoso,"Jharna Apartments,Khar West, Bandra",2500,"Italian,  Pizza",217,4.4
458,Gymkhana 91 Bar & Kitchen,"Raghuvanshi Mills Compound,Lower Parel, South Mumbai",1200,"Modern Indian,  Continental,  Asian",435,4.3
458,HAS Juices and More,"R City Mall,Ghatkopar West, Central Suburbs",400,Juice,3,2.7
458,HAS South Bombay,"Inorbit Mall,Malad West, North Western",500,"South Indian,  Health Food",2,3.5
458,Hakkasan,"Krystal Building,Bandra West, Bandra",2500,"Chinese,  Seafood,  Cantonese",311,4.5
458,Hammer & Song,"World Trade Centre,Cuffe Parade, South Mumbai",2800,"Continental,  Asian,  Seafood,  Finger Food,  Fast Food",42,4.7
458,Hangla's,"Near Andheri West Station, Andheri West",500,"Fast Food,  North Indian",1,5
458,Hapi Brewing Co.,"Dahisar East, North Western",1200,"North Indian,  Oriental ,  Chinese",40,4.1
458,Happiness Deli,"Crescent House,Grant Road, South Mumbai",500,"Fast Food,  Bakery and Confectionary",8,3.9
458,Harbour O' Four,"Sun Magnetica Building,Thane West, Thane",1600,"North Indian,  Chinese,  Continental,  Fast Food",242,4.1
458,Hemant Oberoi Restaurant,"Godrej Building,Bandra East, Bandra",2500,"North Indian,  European,  Asian",43,4.2
458,Heng Bok,"Suburbia Mall,Bandra West, Bandra",2500,"Korean,  Seafood",32,4.5
458,Heroes,"The Destination SRA CHS Ltd,Ghatkopar East, Central Suburbs",2000,"North Indian,  Chinese,  Thai",105,4.1
458,High On Tea,"Evershine Insat CHS,Kandivali East, North Western",600,"Tea,  North Indian,  Italian",12,4.2
458,Hitchki,"First International Financial Centre,Bandra Kurla Complex, Bandra",1500,Modern Indian,384,4.5
458,Hitchki,"Hiranandani Business Park,Powai, Powai",1500,"Modern Indian,  North Indian,  Fast Food",285,4.5
458,Hitchki,"R City Mall,Ghatkopar West, Central Suburbs",1500,Modern Indian,613,4.3
458,Honey Chillies,"CBD-Belapur, Navi Mumbai",1000,"Chinese,  Thai",75,4.5
458,Hotel Rishi,"Shinde Estate,Dadar East, South Mumbai",1200,"North Indian,  Chinese,  Seafood",27,4.2
458,Hotel Sindhudurga Coastal,"Kharghar, Navi Mumbai",700,"Seafood,  Malvani",1,5
458,House Of Lords,"Vashi, Navi Mumbai",2300,"Italian,  Continental,  Asian",58,4
458,House of Asia,"Chakala, Andheri East",2500,"Multi-Cuisine,  North Indian,  Chinese,  Oriental ",26,4.2
458,House of Mandarin,"Delphi Building,Powai, Powai",2000,"Chinese,  Seafood,  Asian,  Sushi",40,4.7
458,House of Misal,"Borivali West, North Western",200,"Maharashtrian,  Street Food",1,5
458,Howra Burger,"Dunhill Apartments,Bandra West, Bandra",600,"Burger,  Fast Food",11,4.2
458,Hugs & Mugs,"Bhoomi Towers,Kharghar, Navi Mumbai",700,"Fast Food,  Health Food",25,4.5
458,Ikka,"Pallavi Avida,Kalamboli, Navi Mumbai",1000,"North Indian,  Chinese,  Continental",27,4.2
458,Independence Brewing Company,"Boolani Estate Owners Premises CHS,Near Andheri West Station, Andheri West",2000,"North Indian,  Chinese,  Finger Food,  Pizza",202,4.5
458,India Bistro,"Chembur, Central Suburbs",1500,"North Indian,  Mughlai,  Biryani",245,4.4
458,Invento,"Shinde Building,Lower Parel, South Mumbai",1300,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Asian",91,4.2
458,It's Mirchi,"Ramee Guestline Hotel,Juhu, Andheri West",1900,"North Indian,  Italian,  Continental",32,4
458,Ithaka - Veg Lebanese Kitchen,"Janta Industrial Estate,Lower Parel, South Mumbai",1500,Lebanese,112,4.2
458,JLWA,"Veera Desai, Andheri West",2100,"European,  Pizza",21,3.7
458,JW Cafe,"Sahar Airport Road, Andheri East",4500,"North Indian,  Asian,  Japanese,  Seafood",404,4.7
458,Jade Buddha's Pub and Kitchen,"Citi Tower,CBD-Belapur, Navi Mumbai",1600,"Asian,  Chinese,  Japanese,  Indonesian,  Seafood,  Malaysian",16,4.1
458,Jade Raven Multicuisine Restaurant and Bar,"Ravi Industries,Thane West, Thane",1500,"North Indian,  Chinese,  Seafood,  Mughlai",161,4.3
458,Jaffer Bhai's Delhi Darbar,"EE Heights,Jogeshwari West, North Western",1500,"North Indian,  Chinese,  Mughlai,  Seafood",51,4
458,Jamjar Diner,"Gazebo House,Bandra West, Bandra",1500,"Multi-Cuisine,  Italian,  Mexican,  American,  Health Food",202,4.4
458,Jia - The Oriental Kitchen,"Dhanraj Mahal,Colaba, South Mumbai",2500,"Thai,  Seafood,  Asian",186,4.5
458,K's Charcoal,"Borivali West, North Western",1000,"Fast Food,  Pizza,  Italian",15,4
458,KOKO,"Kamala Mills Compound,Lower Parel, South Mumbai",3000,"Asian,  Japanese,  Oriental ,  Sushi",178,4.7
458,Kaala Chashma,"Hotel Dhiraj,Thane West, Thane",1800,"North Indian,  Chinese,  Italian",139,4.3
458,Kafe ATM,"Borivali West, North Western",800,"North Indian,  Continental,  Lebanese,  Fast Food",5,4.9
458,Kake Da Hotel,"Powai, Powai",900,"North Indian,  Chinese,  Mughlai",1,5
