cityid,name,locality,cost,cuisine,votes,rating
82,Kobe Sizzlers,"Krishvi Aspire,Indiranagar, East Bangalore",1500,"American,  Sizzlers,  Continental",453,4.2
82,Kobe Sizzlers,"New BEL Road, North Bangalore",1700,"Continental,  American,  North Indian",119,4.1
82,Koel's Pizzeria,"Hennur, North Bangalore",400,"Pizza,  Italian",4,4.8
82,Krazy Adda,"Basaveshwara Nagar, West Bangalore",400,"Fast Food,  Pizza,  Desserts,  Ice Cream,  Shakes",1,1
82,Kudla,"Hotel Ramanashree,Richmond Town, Central Bangalore",1200,"Chinese,  South Indian,  Andhra,  Chaat",59,4.5
82,Kudla - Coral Tree By GoldFinch,"Coral Tree Hotel,RT Nagar, North Bangalore",1000,"Mangalorean,  North Indian,  Chinese,  Seafood",62,3.8
82,Kunafa Lounge,"Koramangala, South Bangalore",400,"Desserts,  Drinks",6,1
82,Kund Indian Barbeque,"Ashok Terrace,Indiranagar, East Bangalore",1200,"North Indian,  Mughlai",27,3.8
82,Kung Food,"Banaswadi, North Bangalore",800,"Chinese,  Thai",1,3
82,Kurtos Bake House,"JP Nagar, South Bangalore",400,"Desserts,  Fast Food",12,4.6
82,Kurtoskalacs,"Koramangala, South Bangalore",600,"Fast Food,  Desserts,  Drinks",3,4.7
82,La Casa Brewery And Kitchen,"Sarjapur Road, South Bangalore",1500,"North Indian,  Chinese,  Italian,  Continental",633,4.2
82,La Pino'z,"Shankar Plaza,Koramangala, South Bangalore",600,"Pizza,  Fast Food",35,3.8
82,La Utsav,"Grand Mercure Bengaluru at Gopalan Mall,Old Madras Road, East Bangalore",2000,"Multi-Cuisine,  North Indian,  Italian,  Continental,  South Indian,  Asian",6,4.3
82,Lassi Bistro,"Rajajinagar, West Bangalore",200,"Shakes,  Ice Cream,  Drinks",1,5
82,Lassi Corner,"Basaveshwara Nagar, West Bangalore",300,"Desserts,  Ice Cream,  Drinks,  Fast Food",5,1.7
82,Lassi Corner,"Kadugodi, East Bangalore",300,"Desserts,  Ice Cream,  Drinks,  Fast Food",2,1
82,Lassi Corner,"Ramamurthy Nagar, East Bangalore",300,"Desserts,  Ice Cream,  Drinks,  Fast Food",2,3
82,Lassi Corner,"Varthur, East Bangalore",300,"Desserts,  Ice Cream,  Drinks,  Fast Food",4,1.7
82,Lassi Corner RM,"Ramamurthy Nagar, East Bangalore",300,"Desserts,  Ice Cream,  Drinks,  Fast Food",2,3
82,Lassi House,"Banaswadi, North Bangalore",300,"Fast Food,  Shakes,  Desserts",3,4
82,Lassi House,"Commercial Street, Central Bangalore",300,"Street Food,  Shakes,  Desserts",4,5
82,Lassi Shop,"Frazer Town, North Bangalore",300,"Drinks,  Ice Cream",3,3
82,Lassi Shop,"Shivaji Nagar, Central Bangalore",300,"Drinks,  Ice Cream",1,4
82,Layla,"The Den Bengaluru,Whitefield, East Bangalore",2000,Mediterranean,93,4.2
82,Laziz Pizza,"Vijay Nagar, West Bangalore",500,"Pizza,  Fast Food",4,4.4
82,Le Bistro,"Oakwood Premier Prestige Bangalore,Vittal Mallya Road, Central Bangalore",1000,"Italian,  Fast Food",27,4.2
82,Le Rock,"Swadeshi Towers,Brigade Road, Central Bangalore",1800,"Chinese,  Finger Food,  Continental",69,4.1
82,Le Terrace Cafe,"C.L. Arcade,Nagarbhavi, West Bangalore",800,"Multi-Cuisine,  Italian,  Chinese,  Continental,  Oriental ",121,4.5
82,Lemon Leaf,"Bommanahalli, South Bangalore",500,Multi-Cuisine,11,3.7
82,Leon Grill,"Agastya Arcade,New BEL Road, North Bangalore",600,"Mexican,  Burger,  Fast Food",6,1.3
82,Leon Grill,"HSR Layout, South Bangalore",600,"Mexican,  Burger,  Fast Food",46,4.3
82,Leon Grill,"House Of Lord Complex,St. Marks Road, Central Bangalore",600,"Mexican,  Burger,  Fast Food",29,4.3
82,Leon Grill,"Indiranagar, East Bangalore",600,"Arabian,  Fast Food",21,4
82,Leon Grill,"JP Nagar, South Bangalore",600,"Mexican,  Burger,  Fast Food",1,4
82,Leon Grill,"Jeevan Bhima Nagar, East Bangalore",600,"Mexican,  Burger,  Fast Food",18,4.6
82,Leon Grill,"Kalyan Nagar, North Bangalore",600,"Mexican,  Burger,  Fast Food",8,3
82,Leon Grill,"Koramangala, South Bangalore",600,"Mexican,  Burger,  Fast Food",24,4.3
82,Leon Grill,"Marathahalli, East Bangalore",600,"Mexican,  Burger,  Fast Food",10,4.2
82,Leon Grill,"Sahakara Nagar, North Bangalore",600,"Mexican,  Burger,  Fast Food",4,5
82,Levels,"JP Nagar, South Bangalore",1500,"North Indian,  Chinese,  Finger Food",92,4.1
82,LifeTree (Inspired Vegetarian Cuisine),"Richmond Town, Central Bangalore",900,"North Indian,  Chinese,  Continental,  South Indian",78,4.2
82,Lily Restaurant,"Royal Lotus View,Chikkajala, North Bangalore",700,North Indian,6,4.1
82,Limelight,"Hotel Royal Orchid,Old Airport Road, East Bangalore",1500,"Continental,  Fast Food,  North Indian",270,4
82,Limitless Bar & Kitchen,"Kalyan Nagar, North Bangalore",1000,"North Indian,  South Indian",2,5
82,Little White Kitchen,"Brigade Road, Central Bangalore",500,"Fast Food,  Chinese,  Continental",1,5
82,Lord Of The Drinks,"Phoenix Marketcity,Whitefield, East Bangalore",2500,"Multi-Cuisine,  Italian,  Continental,  Asian,  Oriental ",153,4.1
82,Lotus Bar,"Royal Lotus View,Chikkajala, North Bangalore",700,"Chinese,  Italian",1,3
82,Lush,"Renaissance Hotel,Race Course Road, West Bangalore",2500,"Multi-Cuisine,  Continental,  Indian Cuisine",380,4.3
82,M Cafe,"Bengaluru Marriott Hotel Whitefield,Whitefield, East Bangalore",2000,"Finger Food,  North Indian,  South Indian",261,4.2
82,MASALA MANDI,"Sarjapur Road, South Bangalore",1500,"North Indian,  Mughlai",153,4
82,Mad Over Donuts,"HSR Layout, South Bangalore",300,"Doughnuts,  Desserts",21,4.4
82,Mad Over Donuts,"Phoenix Marketcity,Whitefield, East Bangalore",300,"Doughnuts,  Desserts,  Drinks",58,4.1
82,Maharaja Biryani House,"Koramangala, South Bangalore",600,"North Indian,  Andhra,  Seafood",21,4
82,Mainland China,"Church Street, Central Bangalore",1600,"Chinese,  Thai,  Japanese,  Asian,  Sushi",243,4.2
82,Mainland China,"HRBR Layout, East Bangalore",1600,"Chinese,  Seafood,  Asian",223,4.3
82,Mainland China,"Jayanagar, South Bangalore",1600,"Chinese,  Seafood,  Asian",335,4.4
82,Mainland China,"Whitefield, East Bangalore",1600,"Chinese,  Seafood,  Asian",438,4.4
82,Makers Of Milkshakes,"Koramangala, South Bangalore",400,"Desserts,  Shakes",5,2.8
82,Malabar Cafe,"BTM Layout, South Bangalore",400,"South Indian,  Kerala",1,5
82,Malabar Cafe,"Marathahalli, East Bangalore",400,"South Indian,  Kerala",2,4.5
82,Malabar Cafe,"Mathikere, North Bangalore",400,"North Indian,  Biryani,  Chinese,  South Indian",3,3.9
82,Mama Mia!,"Seshadripuram, West Bangalore",400,"Desserts,  Ice Cream",12,4.6
82,Mamagoto,"Indiranagar, East Bangalore",1500,"Asian,  Chinese,  Thai,  Japanese,  Oriental ",484,4.5
82,Mani's Dum Biryani,"Bellandur, South Bangalore",700,Biryani,20,4.2
82,Mani's Dum Biryani,"HSR Layout, South Bangalore",700,Biryani,6,4.1
82,Mani's Dum Biryani,"JP Nagar, South Bangalore",700,Biryani,14,4.8
82,Mani's Dum Biryani,"Jeevan Bhima Nagar, East Bangalore",400,"Hyderabadi,  Biryani",9,3.8
82,Mani's Dum Biryani,"K.K Centre,Koramangala, South Bangalore",700,Biryani,10,4.5
82,Mani's Dum Biryani,"Koramangala, South Bangalore",700,Biryani,6,4.5
82,Mani's Dum Biryani,"Trijal Commerspace,Whitefield, East Bangalore",700,Biryani,25,4
82,Mani's Dum Biryani,"Ulsoor, Central Bangalore",700,Biryani,17,4.8
82,Maravanthe,"Indiranagar, East Bangalore",1000,"South Indian,  Mangalorean,  Coastal,  Seafood",189,4.5
82,Maria Taste Circle,"Marathahalli, East Bangalore",600,"Kerala,  North Indian,  Chinese,  Seafood",1,1
82,Mast Marathi,"HSR Layout, South Bangalore",300,"Maharashtrian,  Street Food",3,1.4
82,Matsuri,"The Chancery Hotel,Lavelle Road, Central Bangalore",1800,Japanese,35,4.4
82,Melange,"Radisson Blu Bengaluru Outer Ring Road,Marathahalli, East Bangalore",2500,"Continental,  North Indian",346,4.4
82,Memories of China,"TAJ MG Road Bengaluru,MG Road, Central Bangalore",3000,"Chinese,  Seafood",104,4.6
82,Ministry of Food,"Hilton Bangalore Embassy GolfLinks,Domlur, East Bangalore",3000,"Asian,  Multi-Cuisine,  Italian,  European,  Seafood,  African",307,4.4
82,Mint Magic,"Vijay Nagar, West Bangalore",500,Multi-Cuisine,22,3.7
82,Mirage,"Ashok Nagar, Central Bangalore",2500,"Seafood,  Asian,  South American",1,5
82,Mitti Cafe - Enerjuvate,"Koramangala, South Bangalore",800,"Continental,  Health Food,  Chaat",46,4.4
82,Momo Cafe,"Courtyard by Marriott Bengaluru Outer Ring Road,Marathahalli, East Bangalore",2000,"Multi-Cuisine,  North Indian,  Continental,  Asian",174,4.1
82,Momo Jojo,"JP Nagar, South Bangalore",400,"Chinese,  Seafood,  Tibetan",1,3
82,Monsoon,"The Park Hotel,MG Road, Central Bangalore",3000,"North Indian,  Italian,  Continental",135,3.9
82,Moti Mahal Delux,"Red Shore Plaza,Hebbal, North Bangalore",1000,"North Indian,  Chinese,  Mughlai",109,3.9
82,Moto Store & Cafe,"Yelahanka, North Bangalore",500,"Italian,  Finger Food,  Fast Food,  Coffee,  Pizza,  Burger",10,4.2
82,Mudpipe Cafe,"JP Nagar, South Bangalore",800,"Continental,  Italian,  Mexican",213,3.9
82,Mumbai Xpress,"Koramangala, South Bangalore",300,"Street Food,  Fast Food",5,4.3
82,Muralikrishna,"Bannerghatta Road, South Bangalore",700,"North Indian,  Andhra",1,5
82,My Tea House,"Banashankari, South Bangalore",500,"Italian,  Continental,  Asian",56,4.4
82,Mynt,"Vivanta Bengaluru,Residency Road, Central Bangalore",1800,North Indian,3,4.2
82,Mystique Palate,"Jayanagar, South Bangalore",400,"Chinese,  Thai,  Fast Food,  Tibetan",3,4.5
82,NEST,"Howard Johnson Bengaluru,Nagawara, North Bangalore",1800,"American,  North Indian,  Continental",75,3.9
82,NH7 Refuel,"Kempegowda International Airport ,Devanahalli, North Bangalore",600,"Continental,  North Indian",47,3.8
82,NH8,"Sahakara Nagar, North Bangalore",800,Rajasthani,100,3.8
82,Naga's,"Phoenix Marketcity,Whitefield, East Bangalore",500,"North Indian,  Andhra,  Biryani",2,2.5
82,Nandhini Deluxe,"Banashankari, South Bangalore",1300,"Multi-Cuisine,  North Indian,  Chinese,  Seafood,  Andhra",2,4
82,Nandhini Deluxe,"Frazer Town, North Bangalore",900,"Multi-Cuisine,  North Indian,  Chinese,  Seafood,  Andhra",24,4
82,Nandhini Deluxe,"JC Road, South Bangalore",900,"Multi-Cuisine,  North Indian,  Chinese,  Seafood,  Andhra",25,3.5
82,Nandhini Deluxe,"JP Nagar, South Bangalore",900,"Multi-Cuisine,  North Indian,  Chinese,  Seafood,  Andhra",9,3.5
82,Nandhini Deluxe,"Jayanagar, South Bangalore",900,"Multi-Cuisine,  North Indian,  Chinese,  Seafood,  Andhra",47,4.1
82,Nandhini Deluxe,"Jaykar Complex,New BEL Road, North Bangalore",1300,"Multi-Cuisine,  North Indian,  Chinese,  Seafood,  Andhra",29,3.5
82,Nandhini Deluxe,"Koramangala, South Bangalore",1300,"Multi-Cuisine,  North Indian,  Chinese,  Seafood,  Andhra",29,3.8
82,Nandhini Deluxe,"Sankey Road, West Bangalore",1300,"Multi-Cuisine,  North Indian,  Chinese,  Seafood,  Andhra",9,3.8
82,Nandhini Deluxe,"St. Marks Road, Central Bangalore",1300,"Multi-Cuisine,  North Indian,  Chinese,  Seafood,  Andhra",1,4
82,Nandhini Deluxe,"Taj Mahal Building,Gandhi Nagar, West Bangalore",1300,"Multi-Cuisine,  North Indian,  Chinese,  Seafood,  Andhra",8,3.4
82,Nandi Upachar,"Devanahalli, North Bangalore",400,South Indian,5,4
82,Nandi Upachar,"Kempegowda International Airport ,Devanahalli, North Bangalore",400,South Indian,4,4.6
82,Nazaara,"Courtyard By Marriott Hebbal,Hebbal, North Bangalore",2600,North Indian,32,4.5
82,Nevermind - Bar & Social,"OYO Town House,Indiranagar, East Bangalore",1500,"Asian,  Continental,  Modern Indian",288,4.3
82,New Prashanth Hotel Nati Style,"Nagarbhavi, West Bangalore",700,"North Indian,  Andhra,  Chinese,  South Indian,  Seafood",6,4.5
82,No Limmits Lounge and Club,"Allied Grand Plaza,Magrath Road, Central Bangalore",2000,"Chinese,  North Indian,  Continental",407,3.9
82,Nook,"Aloft Bengaluru Cessna Business Park,Bellandur, South Bangalore",2000,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  South Indian",188,4.2
82,North Indian Bhukkads,"Nagawara, North Bangalore",500,"North Indian,  Biryani,  Chinese",18,3.4
82,Northwest Kebab and Curyhouse,"ARD Complex,Koramangala, South Bangalore",1200,"North Indian,  Mughlai",22,4.2
82,Nuage,"Indiranagar, East Bangalore",1200,"Italian,  Continental,  Desserts,  Bakery and Confectionary",3,3.8
82,OZAA Mediterranean. Grill.,"Oakwood Premier Prestige Bangalore,Vittal Mallya Road, Central Bangalore",2500,"Mediterranean,  American",2,3
82,Oak Leaf,"Oakwood Residence Prestige,Whitefield, East Bangalore",2000,"Continental,  North Indian,  Italian,  European",27,4.3
82,One Atria Cafe,"Radisson Blu Atria Bengaluru,Palace Road, West Bangalore",1600,"Multi-Cuisine,  North Indian,  Italian,  Continental,  South Indian,  American",327,4.3
82,One For The Road,"Whitefield, East Bangalore",1500,"North Indian,  South Indian,  Seafood,  Asian,  Finger Food",235,4.1
82,Onesta,"Basaveshwara Nagar, West Bangalore",700,"Italian,  Fast Food,  Pizza",13,4.3
82,Onesta,"Brookefields, East Bangalore",700,"Italian,  Pizza,  Desserts,  Fast Food",73,4.5
82,Onesta,"HSR Layout, South Bangalore",700,"Italian,  Pizza,  Desserts,  Fast Food",125,4.4
82,Onesta,"Indiranagar, East Bangalore",700,"Italian,  Pizza,  Desserts,  Fast Food",126,4.3
82,Onesta,"JP Nagar, South Bangalore",700,"Italian,  Pizza,  Desserts,  Fast Food",113,4.1
82,Onesta,"Kammanahalli, North Bangalore",700,"Italian,  Fast Food,  Pizza",70,4.4
82,Onesta,"Koramangala, South Bangalore",700,"Italian,  Pizza,  Desserts,  Fast Food",125,4.4
82,Onesta,"Marathahalli, East Bangalore",700,"Italian,  Pizza,  Desserts,  Fast Food",60,4.1
82,Onesta,"New BEL Road, North Bangalore",700,"Italian,  Fast Food,  Pizza",65,4.4
82,Onesta,"Rajarajeshwari Nagar, West Bangalore",700,"Italian,  Fast Food,  Pizza",35,3.9
82,Onesta,"Whitefield, East Bangalore",700,"Italian,  Pizza,  Desserts,  Fast Food",56,4.3
82,Onesta,"Yelahanka, North Bangalore",700,"Italian,  Fast Food,  Pizza",32,3.9
82,Orbis Restaurant,"Brookefields, East Bangalore",800,"North Indian,  Oriental ,  Arabian,  Drinks",160,4
82,Orbis Restaurant,"Nagawara, North Bangalore",800,"North Indian,  Continental,  Chinese,  Arabian",7,4.4
82,Orbis Restaurant,"Whitefield, East Bangalore",800,"North Indian,  Oriental ,  Arabian,  Drinks",53,3.7
82,Orchid,"JP Cordial,Race Course Road, West Bangalore",800,"North Indian,  Chinese,  Continental,  South Indian",3,4
82,Over The Stone,"Rajarajeshwari Nagar, West Bangalore",300,"Desserts,  Ice Cream",3,5
82,"Oyster, Bar and Kitchen","HSR Layout, South Bangalore",1200,"Multi-Cuisine,  North Indian,  South Indian,  Finger Food",43,4
82,Paakashala,"Indiranagar, East Bangalore",600,"North Indian,  Chinese",6,4.6
82,Paakashala,"JP Nagar, South Bangalore",600,"North Indian,  South Indian,  Chinese,  Drinks",37,4.4
82,Paakashala,"Kanakapura Road, South Bangalore",600,"North Indian,  Chinese",9,4.3
82,Paakashala,"MG Road, Central Bangalore",600,"North Indian,  Chinese",21,4
82,Paakashala,"Malleshwaram, West Bangalore",600,"North Indian,  Chinese",32,4.3
82,Paakashala,"Rajarajeshwari Nagar, West Bangalore",600,"North Indian,  South Indian,  Chinese,  Drinks",67,4.2
82,Paakashala,"Vidyaranyapura, North Bangalore",600,"North Indian,  Chinese",24,3.6
82,Paakashala,"Vijay Nagar, West Bangalore",600,"North Indian,  South Indian,  Chinese,  Drinks",23,4.4
82,Pacheeze Cafe,"KR Puram, East Bangalore",500,"Fast Food,  Italian,  Pizza,  Burger",2,3.5
82,Pappu Chaiwala Restaurant & Cafe,"HSR Layout, South Bangalore",300,"Fast Food,  North Indian,  Street Food,  Tea",1,5
82,Pappu Chaiwale Restaurant & Cafe,"Vijay Nagar, West Bangalore",500,Fast Food,1,1
82,Pappu Da Dhaba,"Jayanagar, South Bangalore",500,"North Indian,  Chinese",14,4
82,Parika Seafood,"Twin Tulips Hotel,HSR Layout, South Bangalore",1400,"South Indian,  Seafood,  Mangalorean,  North Indian,  Chinese",83,4.3
82,Park Street Restaurant,"Hebbal, North Bangalore",500,"Bengali,  North Indian",14,4
82,Pasta Street,"Cunningham Road, Central Bangalore",1500,"Italian,  European,  Desserts,  Pizza",257,4.5
82,Pasta Street,"Indiranagar, East Bangalore",1500,"Italian,  European,  Desserts,  Pizza",575,4.5
82,Pasta Street,"Koramangala, South Bangalore",1500,"Italian,  European,  Desserts,  Pizza",260,4.4
82,Pasta Street,"Whitefield, East Bangalore",1500,"Italian,  European,  Pizza",260,4.5
82,Pavilion Multicuisine Restaurant - Comfort INN Insys,"Mathikere, North Bangalore",1000,"North Indian,  Italian,  Continental",127,4.3
82,Pavratha,"Bellandur, South Bangalore",400,North Indian,5,4.1
82,Peachy's Cafe,"Sarjapur Road, South Bangalore",500,Fast Food,6,4.7
82,Pepperwood,"Sarjapur Road, South Bangalore",300,Fast Food,2,5
82,Petoo,"Sahakara Nagar, North Bangalore",800,"North Indian,  Street Food,  Chaat",5,4.8
82,Pie Square,"JP Nagar, South Bangalore",800,"Italian,  Pizza,  Fast Food",1,3
82,Pin Me Down,"BTM Layout, South Bangalore",700,"Italian,  Mexican,  Continental,  Street Food",29,4.3
82,Pingara,"Koramangala, South Bangalore",1200,"North Indian,  Chinese,  Seafood",18,3.4
82,Pinxx,"Royal Orchid Central Hotel,MG Road, Central Bangalore",1500,"North Indian,  Italian,  European",92,4
82,Pizza Republic,"Electronic City, South Bangalore",500,Pizza,2,5
82,Pizza Stop,"Banashankari, South Bangalore",500,"Pizza,  Fast Food",2,3
82,Pizza Stop,"Banaswadi, North Bangalore",500,"Pizza,  Fast Food",2,4
82,Pizza Stop,"JP Nagar, South Bangalore",500,"Pizza,  Fast Food",1,4
82,Pizza Stop,"Koramangala, South Bangalore",500,"Pizza,  Fast Food",2,4.5
82,Pizza Stop,"Lavelle Road, Central Bangalore",500,"Pizza,  Fast Food",1,5
82,Plan B,"New BEL Road, North Bangalore",1000,"American,  Continental",108,4.2
82,Potful,"JP Nagar, South Bangalore",800,"North Indian,  Biryani",1,4
82,Potful,"Sarjapur Road, South Bangalore",800,"North Indian,  Biryani",1,4
82,Potteery Nine Cafe,"Hebbal, North Bangalore",1200,North Indian,47,4.3
82,Public The Rooftop Bar & Kitchen,"S V Arcade,Bannerghatta Road, South Bangalore",1200,"Multi-Cuisine,  North Indian,  Chinese,  South Indian,  Andhra,  Finger Food",193,4
82,Publik,"Bellandur, South Bangalore",1200,"North Indian,  Chinese,  Continental",65,3.7
82,Punjab Grill,"Orion Mall,Rajajinagar, West Bangalore",2000,North Indian,188,4.2
82,Punjab Grill,"Whitefield, East Bangalore",2000,North Indian,231,4.2
82,Punjab Mail,"Malleshwaram Arcade,Malleshwaram, West Bangalore",500,"North Indian,  Chinese",7,3.7
82,Punjabi Masala,"Banashankari, South Bangalore",800,"Rajasthani,  North Indian",3,2.4
82,Punjabi Masala,"Rajarajeshwari Nagar, West Bangalore",600,"North Indian,  Rajasthani",1,5
82,Punjabi Nukkad,"HSR Layout, South Bangalore",500,"North Indian,  Chinese",16,4.1
82,Punjabi Swag,"BTM Layout, South Bangalore",700,North Indian,22,3.9
82,Quattro Ristorante,"Residency Road, Central Bangalore",1800,"Italian,  Mexican",55,4.6
82,Qube Cafe,"Koramangala, South Bangalore",600,"Continental,  Italian,  Drinks",10,4.1
82,R Bar,"Renaissance Hotel,Race Course Road, West Bangalore",1500,"Continental,  North Indian",32,4.3
82,RCB Bar & Cafe,"Church Street, Central Bangalore",1800,Finger Food,1,5
82,RR Vatika,"Rajarajeshwari Nagar, West Bangalore",600,"North Indian,  Chinese,  Fast Food",22,4.1
82,RS Shiv Sagar,"Public Utility Building,MG Road, Central Bangalore",500,"South Indian,  Chinese,  Street Food",143,4.1
82,Raaga,"Indiranagar, East Bangalore",1000,"North Indian,  Chinese,  Continental,  Mughlai",27,3.9
82,Rad Bistro,"Red Shore Plaza,Hebbal, North Bangalore",500,"Continental,  Fast Food",1,3
82,Rahham's International,"Frazer Town, North Bangalore",600,"North Indian,  Chinese",5,2.1
82,Ramji Chaiwale,"Anjaneya Techno Park,Old Airport Road, East Bangalore",300,"Tea,  Fast Food",1,4
82,Ramji Chaiwale,"Ulsoor, Central Bangalore",300,"Tea,  Fast Food",1,5
82,Rasta,"Church Street, Central Bangalore",1000,"Continental,  Coffee",21,4.3
82,Red Rhino,"Uptown Square,Whitefield, East Bangalore",1500,"Multi-Cuisine,  Finger Food,  North Indian,  Continental,  South Indian,  Mediterranean,  Asian",1073,4.3
82,Richie Rich,"High Grounds, Central Bangalore",500,"Desserts,  Ice Cream,  Fast Food",3,4.6
82,Roast 'N' Frost,"Rajajinagar, West Bangalore",500,"Fast Food,  Desserts",2,5
82,Rolls On Wheels,"Banashankari, South Bangalore",300,Fast Food,8,4.1
82,Roots,"RNS Square,Koramangala, South Bangalore",1500,"North Indian,  Chinese,  Seafood,  Mughlai",1013,4.4
82,Royal Calcutta,"Koramangala, South Bangalore",400,"Bengali,  North Indian,  Chinese",1,5
82,Royal Calcutta,"Marathahalli, East Bangalore",400,"Bengali,  North Indian,  Chinese",4,4.8
