train_no,train_name,source_station_code,destination_station_code
15629,TBM-GHY EXPR,TBM,GHY
15630,GHY-TBM EXPR,GHY,TBM
15631,BME-BKN GHY,BME,GHY
15632,GHY BME-BKN,GHY,BME
15645,LTT-GHY EXP,LTT,GHY
15646,GHY-LTT EXP,GHY,LTT
15647,LTT-GHY EXP,LTT,GHY
15648,GHY-LTT EXP,GHY,LTT
15651,GHY-JAT LOHI,GHY,JAT
15652,GHY-JAT LOHI,JAT,GHY
15653,AMARNATH EXP,GHY,JAT
15654,JAMMU GHY EX,JAT,GHY
15657,KANCHAN JUNG,SDAH,GHY
15658,KUNCHANJUNGH,GHY,SDAH
15659,SDAH - AGTL,SDAH,AGTL
15660,AGTL - SDAH,AGTL,SDAH
15665,KYQ - DMV BG,GHY,DMV
15666,DMV-KYQ BG E,DMV,GHY
15669,KYQ - DMV EX,GHY,DMV
15670,DMV - KYQ NA,DMV,GHY
15903,DBRG-CDG EXP,DBRG,CDG
15904,CDG-DBRG EXP,CDG,DBRG
15929,TBM-DBRG EXP,TBM,DBRG
15930,DBRG-TBM EXP,DBRG,TBM
15933,DBRG-ASR EXP,DBRG,ASR
15934,ASR-DBRG EXP,ASR,DBRG
15959,KAMRUP EXPRE,HWH,DBRG
15960,KAMRUP EXPRE,DBRG,HWH
16021,KAVERI EXPRE,MAS,MYS
16022,MYS-MAS KAVE,MYS,MAS
16023,MYS-YPR EXPR,MYS,YPR
16024,YPR-MYS EXPR,YPR,MYS
16053,MAS-TPTY EXP,MAS,TPTY
16054,TPTY-MAS EXP,TPTY,MAS
16057,MAS-TPTY SAP,MAS,TPTY
16058,SAPTAGIRI EX,TPTY,MAS
16093,MAS-LJN EXPR,MAS,LJN
16094,LJN - MAS EX,LJN,MAS
16105,MS - TCN EXP,MS,TCN
16106,TCN - MS EXP,TCN,MS
16175,MS-KIK EXP,MS,KIK
16176,KIK-MS EXP,KIK,MS
16183,UZHAVAN EXPR,MS,TJ
16184,UZHAVAN EXPR,TJ,MS
16187,KIK-ERSEXP,KIK,ERS
16188,ERS-KIK EXP,ERS,KIK
16203,MAS-TPTY EXP,MAS,TPTY
16204,TPTY-MAS EXP,TPTY,MAS
16215,MYS-SBC CHAM,MYS,SBC
16216,CHAMUNDI EXP,SBC,MYS
16229,MYS-BSB BI-W,MYS,BSB
16305,ERS-CANNANOR,ERS,CAN
16306,CAN-ERS INTE,CAN,ERS
16359,ERS PATNA EX,ERS,PNBE
16360,PNBE-ERS EXP,PNBE,ERS
16501,ADI -SBC EXP,ADI,YPR
16502,SBC-AHMADABA,YPR,ADI
16507,JU BANGLORE,JU,SBC
16508,JODHPUR EXPR,SBC,JU
16515,YPR-MAQ EXPR,YPR,KAWR
16516,KAWR--YPR EX,KAWR,YPR
16517,SBC-CAN-KAWR,SBC,CAN
16518,CAN-KAWR-SBC,CAN,SBC
16527,YPR CAN EXP,YPR,CAN
16528,CAN-YPR EXP,CAN,YPR
1655,PUNE-JBP SPL,PUNE,JBP
16557,MYS-SBC RAJY,MYS,SBC
16558,SBC-MYS RAJY,SBC,MYS
1656,JBP-PUNE SPL,JBP,PUNE
16569,YPR-KCG TRI,YPR,KCG
16570,KCG-YPR TRI,KCG,YPR
16791,PUU-PGT PALA,PUU,PGT
16792,PGT-PUU PALA,PGT,PUU
16853,CHOLAN EXP,MS,TPJ
16854,CHOLAN EXP,TPJ,MS
17013,PUNE-HYB EXP,PUNE,HYB
17014,HYB-PUNE EXP,HYB,PUNE
17015,BBS-SC VISAK,BBS,SC
17016,SC-BBS VISAK,SC,BBS
17019,JP-HYB   EXP,JP,HYB
17020,HYB-JP EXP,HYB,JP
17025,MUGR-SC EXPR,MUGR,SC
17026,SC-MUGR EXPR,SC,MUGR
1705,BDTS-JBP SF,BDTS,JBP
1706,JBP-BDTS SF,JBP,BDTS
17063,MMR-SC AJANT,MMR,SC
17064,SC-MMR AJANT,SC,MMR
17405,TPTY-ADB KRI,TPTY,ADB
17406,ADB-TPTY KRI,ADB,TPTY
17479,PURI-TPTY  E,PURI,TPTY
17480,TPTY-PURI EX,TPTY,PURI
17603,KCG-YPR EXP,KCG,YPR
17604,YPR-KCG EXP,YPR,KCG
17625,KCG-RAL PASS,KCG,RAL
17626,RAL-SC PASS,RAL,SC
18005,HWH-JDB EXPR,HWH,JDB
18006,JDB-KRPU-HWH,JDB,HWH
18201,DURG - NTV E,DURG,NTV
18202,NTV - DURG E,NTV,DURG
18203,DURG - CNB B,DURG,CNB
18204,CNB - DURG B,CNB,DURG
18205,DURG - NTV E,DURG,NTV
18206,NTV - DURG E,NTV,DURG
18211,DURG - JDB E,DURG,JDB
18212,JDB - DURG E,JDB,DURG
18213,DURG - JP EX,DURG,JP
18214,JP - DURG EX,JP,DURG
18215,DURG - JAT E,DURG,JAT
18216,JAT - DURG E,JAT,DURG
18241,DURG-ABKP EX,DURG,ABKP
18242,ABKP-DURG PA,ABKP,DURG
18301,SBP-RGDA EXP,SBP,RGDA
18302,RGDA-SBP EXP,RGDA,SBP
18303,SBP-PURI INT,SBP,PURI
18304,PURI-SBP INT,PURI,SBP
18311,SBP-BSB BI-W,SBP,BSB
18312,BSB-SBP BI-W,BSB,SBP
18405,PURI-ADI WEE,PURI,ADI
18406,ADI-PURI WEE,ADI,PURI
18409,SRIJAGANNATH,HWH,PURI
18410,SRIJAGANNATH,PURI,HWH
18413,PRDP-PURI IN,PRDP,PURI
18414,PURI-PRDP IN,PURI,PRDP
18425,PURI-DURG EX,PURI,DURG
18426,DURG - PURI,DURG,PURI
18447,BBS-JDB HIRA,BBS,JDB
18448,JDB-BBS HIRA,JDB,BBS
18449,PURI-PNBE BA,PURI,PNBE
18450,PNBE-PURI BA,PNBE,PURI
18463,BBS-SBC PRAS,BBS,SBC
18464,SBC-BBS PRAS,SBC,BBS
18609,RNC LTT EXPR,RNC,LTT
18610,LTT RNC WEEK,LTT,RNC
18611,RNC BSB EXPR,RNC,BSB
18612,BSB RNC EXPR,BSB,RNC
18619,RNC DUMKA IN,RNC,DUMK
18620,DUMKA RANCHI,DUMK,RNC
18645,HWH HYB EAST,HWH,HYB
18646,HYB-HWH EAST,HYB,HWH
19015,SAURASHTRA E,BCT,PBR
19016,SAURASHTRA E,PBR,BCT
19019,DEHRADUN EXP,BDTS,DDN
19020,DEHRADUN EXP,DDN,BDTS
19021,BDTS LJN EXP,BDTS,LJN
19022,LJN BDTS EXP,LJN,BDTS
19025,SURAT AMRAVA,ST,AMI
19026,SURAT AMRAVA,AMI,ST
19027,VIVEK EXPRES,BDTS,JAT
19028,VIVEK EXPRES,JAT,BDTS
19033,GUJARAT QUEE,BL,ADI
19034,GUJARAT QUEE,ADI,BL
19035,BRC ADI INTE,BRC,ADI
19036,ADI BRC INTE,ADI,BRC
19045,TAPTI GANGA,ST,CPR
19046,TAPTI GANGA,CPR,ST
19055,BL JODHPUR E,BL,JU
19056,JU BL EXPRES,JU,BL
19061,RAMNAGAR EXP,BDTS,RMR
19062,RMR BDTS EXP,RMR,BDTS
19107,JANMABHOOMI,ADI,UHP
19108,JANMABHOOMI,UHP,ADI
19115,DDR BHUJ EXP,DDR,BHUJ
19116,BHUJ DDR EXP,BHUJ,DDR
19167,SABARMATI EX,ADI,BSB
19168,SABARMATI EX,BSB,ADI
19201,SC PBR  EXP,SC,PBR
19202,PBR SC EXPRE,PBR,SC
19215,SAURASHTRA E,BCT,PBR
19217,SAU JANATA E,BDTS,JAM
19218,SAU JANATA E,JAM,BDTS
19223,ADI JAT EXPR,ADI,JAT
19224,JAT ADI EXPR,JAT,ADI
19263,DELHI SR EXP,PBR,DEE
19264,DEE PORBNDR,DEE,PBR
19301,YESHVANTPUR,INDB,YPR
19302,YPR  INDB EX,YPR,INDB
19307,CHANDIGARH E,INDB,CDG
19308,CDG  INDB  E,CDG,INDB
19311,PUNE INDORE,PUNE,INDB
19312,INDB PUNE EX,INDB,PUNE
19313,INDB RJPB  E,INDB,RJPB
19314,INDORE EXPRE,RJPB,INDB
19321,INDB RJPB EX,INDB,RJPB
19322,RJPB INDB EX,RJPB,INDB
19325,IND AMRITSAR,INDB,ASR
19326,ASR INDB EXP,ASR,INDB
19401,ADI LUCKNOW,ADI,LKO
19402,LKO ADI EXP,LKO,ADI
19403,SULTANPUR EX,ADI,SLN
19404,SLN ADI EXP,SLN,ADI
19407,ADI VARANASI,ADI,BSB
19408,BSB ADI EXP,BSB,ADI
19413,KOLKATA EXPR,ADI,KOAA
19414,KOAA ADI EXP,KOAA,ADI
19419,MAS ADI EXPR,MAS,ADI
19420,ADI CHENNAI,ADI,MAS
19421,ADI PNBE EXP,ADI,PNBE
19422,PNBE ADI EXP,PNBE,ADI
19577,TEN  JAM EXP,TEN,JAM
19578,JAM TEN EXPR,JAM,TEN
19707,ARAVALI EXPR,BDTS,JP
19708,ARAVALI EXPR,JP,BDTS
19713,JP SC EXP,JP,SC
19714,SC JP EXP,SC,JP
19715,JP LJN EXP,JP,LJN
19716,LJN JP EXP,LJN,JP
19717,JP CDG INTER,JP,CDG
19718,CDG JP INTER,CDG,JP
20813,PURI-JODHPUR,PURI,JU
20814,JODHPUR-PURI,JU,PURI
20817,BBS-NDLS VIA,BBS,NDLS
20818,NDLS-BBS VIA,NDLS,BBS
20889,HWH BZA HUMS,HWH,BZA
20890,BZA HWH HUMS,BZA,HWH
20903,MAHAMANA SUP,BRC,BSB
20904,MAHAMANA SUP,BSB,BRC
22109,LTT NZM AC E,LTT,NZM
22110,NZM LTT AC E,NZM,LTT
22117,PUNE-AMI AC,PUNE,AMI
22118,AMI-PUNE AC,AMI,PUNE
22121,LTT-LKO AC S,LTT,LKO
22122,LKO-LTT AC S,LKO,LTT
22125,NGP-ASR AC E,NGP,ASR
22126,ASR-NGP AC E,ASR,NGP
22135,NGP-REWA EXP,NGP,REWA
22136,REWA-NGP EXP,REWA,NGP
22137,PRERANA EXPR,NGP,ADI
22138,PRERANA EXPR,ADI,NGP
22149,ERS-PUNE SF,ERS,PUNE
22150,PUNE-ERS SF,PUNE,ERS
22168,NZM-SGRL SF,NZM,SGRL
22181,JBP-NZM DAIL,JBP,NZM
22182,NZM-JBP DAIL,NZM,JBP
22189,JBP-REWA INT,JBP,REWA
22190,REWA-JBP INT,REWA,JBP
22191,IND-JBP OVER,INDB,JBP
22192,JBP- IND OVE,JBP,INDB
22201,DURONTO EXPR,SDAH,PURI
22202,DURONTO EXPR,PURI,SDAH
22209,NDLS DURONTO,BCT,NDLS
22210,BCT DURONTO,NDLS,BCT
22387,BLACKDIMOND,HWH,DHN
22388,BLACKDIAMOND,DHN,HWH
22401,DEE-UHP AC E,DEE,UHP
22402,UHP-DEE AC E,UHP,DEE
22411,NHLN-NDLS AC,NHLN,NDLS
22412,NDLS-NHLN AC,NDLS,NHLN
22417,MAHAMANA EXP,BSB,NDLS
22418,MAHAMANA EXP,NDLS,BSB
22429,DLI-PTK EXP,DLI,PTK
22430,PTK-DLI SUPE,PTK,DLI
22431,ALD-UHP BI-W,ALD,UHP
22432,UHP-ALD BI-W,UHP,ALD
22441,ALD-CNB-INTE,ALD,CNB
22442,CNB-ALD-INTE,CNB,ALD
22443,CNB-BDTS EXP,CNB,BDTS
22444,BDTS  CNB EX,BDTS,CNB
22445,CNB ASR SUPE,CNB,ASR
22446,ASR CNB EXPR,ASR,CNB
22451,BDTS - CDG E,BDTS,CDG
22452,CDG - BDTS E,CDG,BDTS
22453,RAJYA RANI E,LJN,MTC
22454,RAJYA RANI E,MTC,LJN
22477,JU JP SF EXP,JU,JP
22478,JP JU SF EXP,JP,JU
22481,JU DEE SF EX,JU,DEE
22482,DEE JU SF EX,DEE,JU
22531,chhapra-math,CPR,MTJ
22532,mathura - ch,MTJ,CPR
22607,BANGALORE SF,ERS,SBC
22608,ERNAKULAM SF,SBC,ERS
22615,TPTY-CBE  EX,TPTY,CBE
22616,CBE-TPTY EXP,CBE,TPTY
22617,SBC-TPTY  EX,SBC,TPTY
22618,TPTY-SBC  EX,TPTY,SBC
22625,MAS-SBC AC D,MAS,SBC
22626,SBC-MAS AC D,SBC,MAS
22629,DADAR TEN EX,DR,TEN
22630,TEN DR EXPRE,TEN,DR
22643,PATNA EXPRES,ERS,PNBE
22644,PNBE ERS EXP,PNBE,ERS
22651,MAS-PGT  EXP,MAS,PGT
22652,PGT-MAS SF E,PGT,MAS
22663,MS-JU WEEKLY,MS,JU
22664,JU-MS WEEKLY,JU,MS
22681,MYS-MAS EXPR,MYS,MAS
22682,MAS-MYS EXPR,MAS,MYS
22683,YPR-LKO WEEK,YPR,LKO
22684,LKO-YPR WEEK,LKO,YPR
22685,YPR-CDG BI-,YPR,CDG
22686,CDG-YPR BI W,CDG,YPR
22687,SRE-CDG LINK,SRE,CDG
22688,CDG-MAS LINK,CDG,SRE
22691,BANGALORE RA,SBC,NZM
22692,BANGALORE RA,NZM,SBC
22705,TPTY-JAT,TPTY,JAT
22706,JAT-TPTY,JAT,TPTY
22803,HWH-SBP S/F,HWH,SBP
22804,SBP-HWH S/F,SBP,HWH
22811,BBS-NDLS RAJ,BBS,NDLS
22812,NDLS-BBS RAJ,NDLS,BBS
22817,HWH-MYS SF E,HWH,MYS
22818,MYS - HWH SF,MYS,HWH
22823,BBS-NDLS RAJ,BBS,NDLS
22824,NDLS-BBS RAJ,NDLS,BBS
22827,PURI-SURAT S,PURI,ST
22828,SURAT-PURI S,ST,PURI
22833,BBS-KJM WEEK,BBS,KJM
22834,KJM-BBS WEEK,KJM,BBS
22859,PURI-MAS S/F,PURI,MAS
22860,MAS-PURI S/F,MAS,PURI
22863,HWH-YPR WEEK,HWH,YPR
22864,YPR-HWH AC E,YPR,HWH
22865,LTT-PURI S/F,LTT,PURI
22866,PURI-LTT S/F,PURI,LTT
22867,DURG-NZM HUM,DURG,NZM
22868,NZM-DURG HUM,NZM,DURG
22871,BBS-TPTY S/F,BBS,TPTY
22872,TPTY-BBS S/F,TPTY,BBS
22877,HWH-ERS ANTY,HWH,ERS
22878,ERS-HWH ANTY,ERS,HWH
22879,BBS-TPTY S/F,BBS,TPTY
22880,TPTY-BBS S/F,TPTY,BBS
22881,PUNE-BBS S/F,PUNE,BBS
22882,BBS-PUNE S/F,BBS,PUNE
22883,PURI-YPR GAR,PURI,YPR
22884,YPR-PURI GAR,YPR,PURI
22887,HWH-YPR-HWH,HWH,YPR
22888,YPR-HWH HUMS,YPR,HWH
22891,HWH-RNC INTE,HWH,RNC
22892,RNCHWH INTER,RNC,HWH
22903,BHUJ AC S F,BDTS,BHUJ
22904,BDTS AC S F,BHUJ,BDTS
22909,BL  PURI S F,BL,PURI
22910,PURI VALSAD,PURI,BL
22911,SHIPRA EXPRE,INDB,HWH
22912,SHIPRA EXP,HWH,INDB
22914,PATNA BDTS H,PNBE,BDTS
22915,BDTS HSR SF,BDTS,HSR
22916,HSR BDTS S F,HSR,BDTS
22919,CHENNAI ADI,MAS,ADI
22920,ADI CHENNAI,ADI,MAS
22927,LOK SHAKTI E,BDTS,ADI
22928,LOK SHAKTI E,ADI,BDTS
22933,BDTS JP SF E,BDTS,JP
22934,JP BDTS SF E,JP,BDTS
22935,BDTS PIT  SF,BDTS,PIT
22936,PIT BDTS SF,PIT,BDTS
22941,INDB JAT SF,INDB,JAT
22942,JAT INDB SF,JAT,INDB
22943,PUNE INDORE,PUNE,INDB
22944,IND PUNE EXP,INDB,PUNE
22949,BDTS DEE EXP,BDTS,DEE
22953,GUJARAT EXPR,BCT,ADI
22954,GUJARAT EXPR,ADI,BCT
22955,KUTCH EXPRES,BDTS,BHUJ
22956,KUTCH EXPRES,BHUJ,BDTS
22957,SOMNATH EXPR,ADI,VRL
22959,JAMNAGAR INT,ST,JAM
22960,SURAT INTERC,JAM,ST
22967,ADI ALD EXPR,ADI,ALD
22968,ALD ADI  SF,ALD,ADI
22971,BDTS PATNA S,BDTS,PNBE
22972,PNBE BDTS SF,PNBE,BDTS
22991,BDTS VRL SF,BDTS,VRL
22992,VRL BDTS SF,VRL,BDTS
24227,VARUNA EXPRE,BSB,CNB
24228,VARUNA EXPRE,CNB,BSB
25013,CORBETT PARK,MB,RMR
25014,CORBETT PARK,RMR,MB
25035,RAMNAGAR-DLI,MB,RMR
25036,RAMNAGAR-DLI,RMR,MB
25657,KUNCHAN JUNG,SDAH,SCL
25658,KUNCHAN JUNG,SCL,SDAH
2731,HYB-JP HSP,HYB,JP
2732,JP-HYB SPECI,JP,HYB
290,PALACE ON WH,DSJ,DSJ
30452,SDAH-KOAA LO,SDAH,KOAA
3101,KOAA PURI SP,KOAA,PURI
3102,PURI KOAA SP,PURI,KOAA
3301,ASN-DHN MEMU,ASN,DHN
3302,DHN-ASN MEMU,DHN,ASN
37651,HWH-MYM LOCA,HWH,MYM
37652,MYM-HWH LOCA,MYM,HWH
37653,HWH - MYM LO,HWH,MYM
37654,MYM-HWH LOCA,MYM,HWH
37655,HWH - MYM LO,HWH,MYM
37656,MYM-HWH LOCA,MYM,HWH
37657,HWH-MYM LOCA,HWH,MYM
37658,MYM-HWH LOCA,MYM,HWH
40001,MSB-TBM EMU,MSB,TBM
40002,TBM-MSB EMU,TBM,MSB
40003,MSB-TBM EMU,MSB,TBM
40004,TBM-MSB EMU,TBM,MSB
40005,MSB-TBM EMU,MSB,TBM
40006,TBM-MSB EMU,TBM,MSB
40007,MSB-TBM EMU,MSB,TBM
40008,TBM-MSB EMU,TBM,MSB
40009,MSB-TBM EMU,MSB,TBM
40010,TBM-MSB EMU,TBM,MSB
40011,MSB-TBM EMU,MSB,TBM
40012,TBM-MSB EMU,TBM,MSB
40013,MSB-TBM EMU,MSB,TBM
40014,TBM-MSB EMU,TBM,MSB
40015,MSB-TBM EMU,MSB,TBM
40016,TBM-MSB EMU,TBM,MSB
40017,MSB-TBM EMU,MSB,TBM
40018,TBM-MSB EMU,TBM,MSB
40020,TBM-MSB EMU,TBM,MSB
40022,TBM-MSB EMU,TBM,MSB
40023,MSB-PV EMU L,MSB,TBM
40025,MSB-STM EMU,MSB,TBM
40026,TBM-MSB EMU,TBM,MSB
40027,MSB-TBM EMU,MSB,TBM
40028,TBM-MSB EMU,TBM,MSB
40029,MSB-TBM EMU,MSB,TBM
40030,TBM-MSB EMU,TBM,MSB
40031,MSB-TBM EMU,MSB,TBM
40032,TBM-MSB EMU,TBM,MSB
40033,MSB-TBM EMU,MSB,TBM
40034,TBM-MSB EMU,TBM,MSB
40035,MSB-TBM EMU,MSB,TBM
40036,TBM-MSB EMU,TBM,MSB
40037,MSB-TBM EMU,MSB,TBM
40038,TBM-MSB EMU,TBM,MSB
40039,MSB-TBM EMU,MSB,TBM
40040,TBM-MSB EMU,TBM,MSB
40041,MSB-TBM EMU,MSB,TBM
40043,MSB-TBM EMU,MSB,TBM
40045,MSB-TBM EMU,MSB,TBM
40046,TBM-MSB EMU,TBM,MSB
40047,MSB-TBM EMU,MSB,TBM
40048,TBM-MSB EMU,TBM,MSB
40049,MSB-TBM EMU,MSB,TBM
40050,TBM-MSB EMU,TBM,MSB
40051,MSB-TBM EMU,MSB,TBM
40052,TBM-MSB EMU,TBM,MSB
40053,MSB-TBM EMU,MSB,TBM
40054,TBM-MSB EMU,TBM,MSB
40055,MSB-TBM EMU,MSB,TBM
40056,TBM-MSB EMU,TBM,MSB
40057,MSB-TBM EMU,MSB,TBM
40058,TBM-MSB EMU,TBM,MSB
40059,MSB-TBM EMU,MSB,TBM
40060,TBM-MSB EMU,TBM,MSB
40061,MSB-TBM EMU,MSB,TBM
40062,TBM-MSB EMU,TBM,MSB
40063,MSB-TBM EMU,MSB,TBM
40064,TBM-MSB EMU,TBM,MSB
40065,MSB-TBM EMU,MSB,TBM
40066,TBM-MSB EMU,TBM,MSB
40067,MSB-TBM EMU,MSB,TBM
40068,TBM-MSB EMU,TBM,MSB
40069,MSB-TBM EMU,MSB,TBM
40070,TBM-MSB EMU,TBM,MSB
40071,MSB-TBM EMU,MSB,TBM
40072,TBM-MSB EMU,TBM,MSB
40073,MSB-TBM EMU,MSB,TBM
40074,TBM-MSB EMU,TBM,MSB
40075,MSB-TBM EMU,MSB,TBM
40076,TBM-MSB EMU,TBM,MSB
40077,MSB-TBM EMU,MSB,TBM
40078,TBM-MSB EMU,TBM,MSB
40079,MSB-TBM EMU,MSB,TBM
40080,TBM-MSB EMU,TBM,MSB
40081,MSB-TBM EMU,MSB,TBM
40082,TBM-MSB EMU,TBM,MSB
40083,MSB-TBM EMU,MSB,TBM
40084,TBM-MSB EMU,TBM,MSB
40085,MSB-TBM EMU,MSB,TBM
40086,TBM-MSB EMU,TBM,MSB
40087,MSB-TBM EMU,MSB,TBM
40088,TBM-MSB EMU,TBM,MSB
40089,MSB-TBM EMU,MSB,TBM
40090,TBM-MSB EMU,TBM,MSB
40091,MSB-TBM EMU,MSB,TBM
40092,TBM-MSB EMU,TBM,MSB
40093,MSB-TBM EMU,MSB,TBM
40094,TBM-MSB EMU,TBM,MSB
40095,MSB-TBM EMU,MSB,TBM
40096,TBM-MSB EMU,TBM,MSB
40097,MSB-TBM EMU,MSB,TBM
40098,TBM-MSB EMU,TBM,MSB
40099,MSB-TBM EMU,MSB,TBM
401,BSB BHARATDA,AWB,BSB
40100,TBM-MSB EMU,TBM,MSB
40101,MSB-TBM EMU,MSB,TBM
40102,TBM-MSB EMU,TBM,MSB
40103,MSB-TBM EMU,MSB,TBM
40104,TBM-MSB EMU,TBM,MSB
40105,MSB-TBM EMU,MSB,TBM
40106,TBM-MSB EMU,TBM,MSB
40107,MSB-TBM EMU,MSB,TBM
40108,TBM-MSB EMU,TBM,MSB
40109,MSB-TBM EMU,MSB,TBM
40110,TBM-MSB EMU,TBM,MSB
40111,MSB-TBM EMU,MSB,TBM
40112,TBM-MSB EMU,TBM,MSB
40113,MSB-TBM EMU,MSB,TBM
40114,TBM-MSB EMU,TBM,MSB
40115,MSB-TBM EMU,MSB,TBM
40116,TBM-MSB EMU,TBM,MSB
40117,MSB-TBM EMU,MSB,TBM
40118,TBM-MSB EMU,TBM,MSB
40119,MSB-TBM EMU,MSB,TBM
40120,TBM-MSB EMU,TBM,MSB
40121,MSB-TBM EMU,MSB,TBM
40122,TBM-MSB EMU,TBM,MSB
40123,MSB-TBM EMU,MSB,TBM
40124,TBM-MSB EMU,TBM,MSB
40125,MSB-TBM EMU,MSB,TBM
40126,TBM-MSB EMU,TBM,MSB
40127,MSB-TBM EMU,MSB,TBM
40128,TBM-MSB EMU,TBM,MSB
40129,MSB-TBM EMU,MSB,TBM
40130,TBM-MSB EMU,TBM,MSB
40131,MSB-TBM EMU,MSB,TBM
40132,TBM-MSB EMU,TBM,MSB
40133,MSB-TBM EMU,MSB,TBM
40134,TBM-MSB EMU,TBM,MSB
40135,MSB-TBM EMU,MSB,TBM
40136,TBM-MSB EMU,TBM,MSB
40137,MSB-TBM EMU,MSB,TBM
40138,TBM-MSB EMU,TBM,MSB
40139,MSB-TBM EMU,MSB,TBM
40140,TBM-MSB EMU,TBM,MSB
40141,MSB-TBM EMU,MSB,TBM
40142,TBM-MSB EMU,TBM,MSB
40143,MSB-TBM EMU,MSB,TBM
40144,TBM-MSB EMU,TBM,MSB
40145,MSB-TBM EMU,MSB,TBM
40146,TBM-MSB EMU,TBM,MSB
40147,MSB-TBM EMU,MSB,TBM
40148,TBM-MSB EMU,TBM,MSB
40150,TBM-MSB EMU,TBM,MSB
40151,MSB-TBM EMU,MSB,TBM
40152,TBM-MSB EMU,TBM,MSB
40153,MSB-TBM EMU,MSB,TBM
40154,TBM-MSB EMU,TBM,MSB
40155,MSB-TBM EMU,MSB,TBM
40156,TBM-MSB EMU,TBM,MSB
40157,MSB-TBM EMU,MSB,TBM
40158,TBM-MSB EMU,TBM,MSB
40301,MSB-TBM EMU,MSB,TBM
40302,TBM-MSB EMU,TBM,MSB
40303,MSB-TBM EMU,MSB,TBM
40304,TBM-MSB EMU,TBM,MSB
40305,MSB-TBM EMU,MSB,TBM
40306,TBM-MSB EMU,TBM,MSB
40307,MSB-TBM EMU,MSB,TBM
40308,TBM-MSB EMU,TBM,MSB
40309,MSB-TBM EMU,MSB,TBM
40310,TBM-MSB EMU,TBM,MSB
40311,MSB-TBM EMU,MSB,TBM
40312,TBM-MSB EMU,TBM,MSB
40313,MSB-TBM EMU,MSB,TBM
40314,TBM-MSB EMU,TBM,MSB
40315,MSB-TBM EMU,MSB,TBM
40316,TBM-MSB EMU,TBM,MSB
40317,MSB-TBM EMU,MSB,TBM
40318,TBM-MSB EMU,TBM,MSB
40319,MSB-TBM EMU,MSB,TBM
40320,TBM-MSB EMU,TBM,MSB
40321,MSB-TBM EMU,MSB,TBM
40322,TBM-MSB EMU,TBM,MSB
40323,MSB-TBM EMU,MSB,TBM
40324,TBM-MSB EMU,TBM,MSB
40325,MSB-TBM EMU,MSB,TBM
40326,TBM-MSB EMU,TBM,MSB
40327,MSB-TBM EMU,MSB,TBM
40328,TBM-MSB EMU,TBM,MSB
40329,MSB-TBM EMU,MSB,TBM
40330,TBM-MSB EMU,TBM,MSB
40331,MSB-TBM EMU,MSB,TBM
40332,TBM-MSB EMU,TBM,MSB
40333,MSB-TBM EMU,MSB,TBM
40334,TBM-MSB EMU,TBM,MSB
40335,MSB-TBM EMU,MSB,TBM
40336,TBM-MSB EMU,TBM,MSB
40337,MSB-TBM EMU,MSB,TBM
40338,TBM-MSB EMU,TBM,MSB
40339,MSB-TBM EMU,MSB,TBM
40340,TBM-MSB EMU,TBM,MSB
40341,MSB-TBM EMU,MSB,TBM
40342,TBM-MSB EMU,TBM,MSB
40343,MSB-TBM EMU,MSB,TBM
40344,TBM-MSB EMU,TBM,MSB
40345,MSB-TBM EMU,MSB,TBM
40346,TBM-MSB EMU,TBM,MSB
40347,MSB-TBM EMU,MSB,TBM
40348,TBM-MSB EMU,TBM,MSB
40349,MSB-TBM EMU,MSB,TBM
40350,TBM-MSB EMU,TBM,MSB
40351,MSB-TBM EMU,MSB,TBM
40352,TBM-MSB EMU,TBM,MSB
40353,MSB-TBM EMU,MSB,TBM
40354,TBM-MSB EMU,TBM,MSB
40355,MSB-TBM EMU,MSB,TBM
40356,TBM-MSB EMU,TBM,MSB
40357,MSB-TBM EMU,MSB,TBM
40358,TBM-MSB EMU,TBM,MSB
40359,MSB-TBM EMU,MSB,TBM
40360,TBM-MSB EMU,TBM,MSB
40361,MSB-TBM EMU,MSB,TBM
40362,TBM-MSB EMU,TBM,MSB
40363,MSB-TBM EMU,MSB,TBM
40364,TBM-MSB EMU,TBM,MSB
40365,MSB-TBM EMU,MSB,TBM
40366,TBM-MSB EMU,TBM,MSB
40367,MSB-TBM EMU,MSB,TBM
40368,TBM-MSB EMU,TBM,MSB
40369,MSB-TBM EMU,MSB,TBM
40370,TBM-MSB EMU,TBM,MSB
40371,MSB-TBM EMU,MSB,TBM
40372,TBM-MSB EMU,TBM,MSB
40373,MSB-TBM EMU,MSB,TBM
40374,TBM-MSB EMU,TBM,MSB
40375,MSB-TBM EMU,MSB,TBM
40376,TBM-MSB EMU,TBM,MSB
40377,MSB-TBM EMU,MSB,TBM
40378,TBM-MSB EMU,TBM,MSB
40379,MSB-TBM EMU,MSB,TBM
40380,TBM-MSB EMU,TBM,MSB
40381,MSB-TBM EMU,MSB,TBM
40382,TBM-MSB EMU,TBM,MSB
40383,MSB-TBM EMU,MSB,TBM
40384,TBM-MSB EMU,TBM,MSB
40385,MSB-TBM EMU,MSB,TBM
40386,TBM-MSB EMU,TBM,MSB
40387,MSB-TBM EMU,MSB,TBM
40388,TBM-MSB EMU,TBM,MSB
40389,MSB-TBM EMU,MSB,TBM
40390,TBM-MSB EMU,TBM,MSB
40391,MSB-TBM EMU,MSB,TBM
40392,TBM-MSB EMU,TBM,MSB
